name,var_num,sample_num,varsortability,last_updated
Alarm5_s500_v1,185,500,0.8464022140221402,Mon Feb 27 20:34:31 2023
Alarm5_s500_v2,185,500,0.8057349323493235,Mon Feb 27 20:34:32 2023
Alarm5_s500_v3,185,500,0.7955873308733087,Mon Feb 27 20:34:32 2023
Alarm5_s500_v4,185,500,0.8042742927429274,Mon Feb 27 20:34:33 2023
Alarm5_s500_v5,185,500,0.8161131611316114,Mon Feb 27 20:34:34 2023
Alarm5_s500_v6,185,500,0.8066574415744158,Mon Feb 27 20:34:34 2023
Alarm5_s500_v7,185,500,0.8115774907749077,Mon Feb 27 20:34:35 2023
Alarm5_s500_v8,185,500,0.8171125461254612,Mon Feb 27 20:34:36 2023
Alarm5_s500_v9,185,500,0.8289514145141451,Mon Feb 27 20:34:36 2023
Alarm5_s500_v10,185,500,0.8200338253382534,Mon Feb 27 20:34:37 2023
Alarm5_s1000_v1,185,1000,0.8347170971709718,Mon Feb 27 20:34:37 2023
Alarm5_s1000_v2,185,1000,0.7968942189421894,Mon Feb 27 20:34:38 2023
Alarm5_s1000_v3,185,1000,0.8015836408364083,Mon Feb 27 20:34:39 2023
Alarm5_s1000_v4,185,1000,0.8120387453874539,Mon Feb 27 20:34:39 2023
Alarm5_s1000_v5,185,1000,0.8127306273062731,Mon Feb 27 20:34:40 2023
Alarm5_s1000_v6,185,1000,0.809040590405904,Mon Feb 27 20:34:41 2023
Alarm5_s1000_v7,185,1000,0.8174969249692496,Mon Feb 27 20:34:41 2023
Alarm5_s1000_v8,185,1000,0.8057349323493235,Mon Feb 27 20:34:42 2023
Alarm5_s1000_v9,185,1000,0.8334102091020911,Mon Feb 27 20:34:43 2023
Alarm5_s1000_v10,185,1000,0.8204950799507995,Mon Feb 27 20:34:43 2023
Alarm5_s5000_v1,185,5000,0.808579335793358,Mon Feb 27 20:34:45 2023
Alarm5_s5000_v2,185,5000,0.808579335793358,Mon Feb 27 20:34:46 2023
Alarm5_s5000_v3,185,5000,0.8096555965559655,Mon Feb 27 20:34:47 2023
Alarm5_s5000_v4,185,5000,0.8075030750307504,Mon Feb 27 20:34:48 2023
Alarm5_s5000_v5,185,5000,0.8104243542435424,Mon Feb 27 20:34:49 2023
Alarm5_s5000_v6,185,5000,0.8030442804428044,Mon Feb 27 20:34:50 2023
Alarm5_s5000_v7,185,5000,0.8065805658056581,Mon Feb 27 20:34:51 2023
Alarm5_s5000_v8,185,5000,0.8076568265682657,Mon Feb 27 20:34:52 2023
Alarm5_s5000_v9,185,5000,0.8065805658056581,Mon Feb 27 20:34:53 2023
Alarm5_s5000_v10,185,5000,0.808579335793358,Mon Feb 27 20:34:54 2023
Alarm10_s500_v1,370,500,0.7557698839766166,Mon Feb 27 20:35:01 2023
Alarm10_s500_v2,370,500,0.7441675456316929,Mon Feb 27 20:35:09 2023
Alarm10_s500_v3,370,500,0.74212059996067,Mon Feb 27 20:35:16 2023
Alarm10_s500_v4,370,500,0.7320110123889375,Mon Feb 27 20:35:24 2023
Alarm10_s500_v5,370,500,0.7486279206964979,Mon Feb 27 20:35:31 2023
Alarm10_s500_v6,370,500,0.7516849312619555,Mon Feb 27 20:35:38 2023
Alarm10_s500_v7,370,500,0.7369361960777303,Mon Feb 27 20:35:46 2023
Alarm10_s500_v8,370,500,0.7429429536800329,Mon Feb 27 20:35:53 2023
Alarm10_s500_v9,370,500,0.7540536675188159,Mon Feb 27 20:36:00 2023
Alarm10_s500_v10,370,500,0.7585229812110053,Mon Feb 27 20:36:08 2023
Alarm10_s1000_v1,370,1000,0.7510681659724333,Mon Feb 27 20:36:15 2023
Alarm10_s1000_v2,370,1000,0.7445072134722992,Mon Feb 27 20:36:23 2023
Alarm10_s1000_v3,370,1000,0.7429697695621861,Mon Feb 27 20:36:30 2023
Alarm10_s1000_v4,370,1000,0.7383753150866152,Mon Feb 27 20:36:38 2023
Alarm10_s1000_v5,370,1000,0.7480558485438976,Mon Feb 27 20:36:45 2023
Alarm10_s1000_v6,370,1000,0.7467597475731627,Mon Feb 27 20:36:53 2023
Alarm10_s1000_v7,370,1000,0.735818867654683,Mon Feb 27 20:37:00 2023
Alarm10_s1000_v8,370,1000,0.7362032286322112,Mon Feb 27 20:37:08 2023
Alarm10_s1000_v9,370,1000,0.7467239930636251,Mon Feb 27 20:37:15 2023
Alarm10_s1000_v10,370,1000,0.7576827502368736,Mon Feb 27 20:37:23 2023
Alarm10_s5000_v1,370,5000,0.7388043692010655,Mon Feb 27 20:37:31 2023
Alarm10_s5000_v2,370,5000,0.7442658705329209,Mon Feb 27 20:37:39 2023
Alarm10_s5000_v3,370,5000,0.7419150115308293,Mon Feb 27 20:37:48 2023
Alarm10_s5000_v4,370,5000,0.7377138566601713,Mon Feb 27 20:37:56 2023
Alarm10_s5000_v5,370,5000,0.74075298997086,Mon Feb 27 20:38:04 2023
Alarm10_s5000_v6,370,5000,0.7392959937072063,Mon Feb 27 20:38:12 2023
Alarm10_s5000_v7,370,5000,0.741932888785598,Mon Feb 27 20:38:21 2023
Alarm10_s5000_v8,370,5000,0.7456245418953465,Mon Feb 27 20:38:29 2023
Alarm10_s5000_v9,370,5000,0.7393049323345907,Mon Feb 27 20:38:37 2023
Alarm10_s5000_v10,370,5000,0.7478949532509788,Mon Feb 27 20:38:46 2023
Barley_s500_v1,48,500,0.4178601516427969,Mon Feb 27 20:42:37 2023
Barley_s500_v2,48,500,0.4111204717775906,Mon Feb 27 20:42:37 2023
Barley_s500_v3,48,500,0.4296545914069081,Mon Feb 27 20:42:37 2023
Barley_s500_v4,48,500,0.4288121314237573,Mon Feb 27 20:42:37 2023
Barley_s500_v5,48,500,0.4414490311710193,Mon Feb 27 20:42:37 2023
Barley_s500_v6,48,500,0.409435551811289,Mon Feb 27 20:42:37 2023
Barley_s500_v7,48,500,0.4245998315080033,Mon Feb 27 20:42:37 2023
Barley_s500_v8,48,500,0.4237573715248525,Mon Feb 27 20:42:37 2023
Barley_s500_v9,48,500,0.4296545914069081,Mon Feb 27 20:42:37 2023
Barley_s500_v10,48,500,0.4102780117944398,Mon Feb 27 20:42:37 2023
Barley_s1000_v1,48,1000,0.4229149115417017,Mon Feb 27 20:42:37 2023
Barley_s1000_v2,48,1000,0.4102780117944398,Mon Feb 27 20:42:37 2023
Barley_s1000_v3,48,1000,0.4229149115417017,Mon Feb 27 20:42:37 2023
Barley_s1000_v4,48,1000,0.4330244313395113,Mon Feb 27 20:42:37 2023
Barley_s1000_v5,48,1000,0.4313395113732097,Mon Feb 27 20:42:37 2023
Barley_s1000_v6,48,1000,0.4111204717775906,Mon Feb 27 20:42:37 2023
Barley_s1000_v7,48,1000,0.4296545914069081,Mon Feb 27 20:42:37 2023
Barley_s1000_v8,48,1000,0.4178601516427969,Mon Feb 27 20:42:37 2023
Barley_s1000_v9,48,1000,0.4229149115417017,Mon Feb 27 20:42:37 2023
Barley_s1000_v10,48,1000,0.4170176916596461,Mon Feb 27 20:42:37 2023
Barley_s5000_v1,48,5000,0.4229149115417017,Mon Feb 27 20:42:37 2023
Barley_s5000_v2,48,5000,0.4195450716090985,Mon Feb 27 20:42:37 2023
Barley_s5000_v3,48,5000,0.4178601516427969,Mon Feb 27 20:42:37 2023
Barley_s5000_v4,48,5000,0.4203875315922493,Mon Feb 27 20:42:37 2023
Barley_s5000_v5,48,5000,0.4229149115417017,Mon Feb 27 20:42:37 2023
Barley_s5000_v6,48,5000,0.4203875315922493,Mon Feb 27 20:42:37 2023
Barley_s5000_v7,48,5000,0.4187026116259477,Mon Feb 27 20:42:37 2023
Barley_s5000_v8,48,5000,0.4220724515585509,Mon Feb 27 20:42:37 2023
Barley_s5000_v9,48,5000,0.4187026116259477,Mon Feb 27 20:42:37 2023
Barley_s5000_v10,48,5000,0.4271272114574557,Mon Feb 27 20:42:37 2023
Child_s500_v1,20,500,0.5075757575757576,Mon Feb 27 20:45:40 2023
Child_s500_v2,20,500,0.5,Mon Feb 27 20:45:40 2023
Child_s500_v3,20,500,0.5227272727272727,Mon Feb 27 20:45:40 2023
Child_s500_v4,20,500,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s500_v5,20,500,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s500_v6,20,500,0.5,Mon Feb 27 20:45:40 2023
Child_s500_v7,20,500,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s500_v8,20,500,0.5,Mon Feb 27 20:45:40 2023
Child_s500_v9,20,500,0.5,Mon Feb 27 20:45:40 2023
Child_s500_v10,20,500,0.5,Mon Feb 27 20:45:40 2023
Child_s1000_v1,20,1000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s1000_v2,20,1000,0.5,Mon Feb 27 20:45:40 2023
Child_s1000_v3,20,1000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s1000_v4,20,1000,0.5,Mon Feb 27 20:45:40 2023
Child_s1000_v5,20,1000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s1000_v6,20,1000,0.4848484848484848,Mon Feb 27 20:45:40 2023
Child_s1000_v7,20,1000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s1000_v8,20,1000,0.5,Mon Feb 27 20:45:40 2023
Child_s1000_v9,20,1000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s1000_v10,20,1000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s5000_v1,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v2,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v3,20,5000,0.5303030303030303,Mon Feb 27 20:45:40 2023
Child_s5000_v4,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v5,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v6,20,5000,0.5151515151515151,Mon Feb 27 20:45:40 2023
Child_s5000_v7,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v8,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v9,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child_s5000_v10,20,5000,0.5,Mon Feb 27 20:45:40 2023
Child3_s500_v1,60,500,0.502132196162047,Mon Feb 27 20:45:40 2023
Child3_s500_v2,60,500,0.4925373134328358,Mon Feb 27 20:45:41 2023
Child3_s500_v3,60,500,0.488272921108742,Mon Feb 27 20:45:41 2023
Child3_s500_v4,60,500,0.5138592750533049,Mon Feb 27 20:45:41 2023
Child3_s500_v5,60,500,0.5106609808102346,Mon Feb 27 20:45:41 2023
Child3_s500_v6,60,500,0.5149253731343284,Mon Feb 27 20:45:41 2023
Child3_s500_v7,60,500,0.4946695095948827,Mon Feb 27 20:45:41 2023
Child3_s500_v8,60,500,0.5181236673773987,Mon Feb 27 20:45:41 2023
Child3_s500_v9,60,500,0.4893390191897654,Mon Feb 27 20:45:41 2023
Child3_s500_v10,60,500,0.5127931769722814,Mon Feb 27 20:45:41 2023
Child3_s1000_v1,60,1000,0.4925373134328358,Mon Feb 27 20:45:41 2023
Child3_s1000_v2,60,1000,0.488272921108742,Mon Feb 27 20:45:41 2023
Child3_s1000_v3,60,1000,0.4914712153518124,Mon Feb 27 20:45:41 2023
Child3_s1000_v4,60,1000,0.5223880597014925,Mon Feb 27 20:45:41 2023
Child3_s1000_v5,60,1000,0.5053304904051172,Mon Feb 27 20:45:41 2023
Child3_s1000_v6,60,1000,0.5202558635394456,Mon Feb 27 20:45:41 2023
Child3_s1000_v7,60,1000,0.4925373134328358,Mon Feb 27 20:45:41 2023
Child3_s1000_v8,60,1000,0.5010660980810234,Mon Feb 27 20:45:41 2023
Child3_s1000_v9,60,1000,0.4904051172707889,Mon Feb 27 20:45:41 2023
Child3_s1000_v10,60,1000,0.5106609808102346,Mon Feb 27 20:45:41 2023
Child3_s5000_v1,60,5000,0.4989339019189765,Mon Feb 27 20:45:42 2023
Child3_s5000_v2,60,5000,0.4946695095948827,Mon Feb 27 20:45:42 2023
Child3_s5000_v3,60,5000,0.4968017057569296,Mon Feb 27 20:45:42 2023
Child3_s5000_v4,60,5000,0.4946695095948827,Mon Feb 27 20:45:42 2023
Child3_s5000_v5,60,5000,0.4946695095948827,Mon Feb 27 20:45:42 2023
Child3_s5000_v6,60,5000,0.4989339019189765,Mon Feb 27 20:45:42 2023
Child3_s5000_v7,60,5000,0.5159914712153518,Mon Feb 27 20:45:43 2023
Child3_s5000_v8,60,5000,0.5053304904051172,Mon Feb 27 20:45:43 2023
Child3_s5000_v9,60,5000,0.5053304904051172,Mon Feb 27 20:45:43 2023
Child3_s5000_v10,60,5000,0.509594882729211,Mon Feb 27 20:45:43 2023
Child5_s500_v1,100,500,0.4782608695652174,Mon Feb 27 20:45:43 2023
Child5_s500_v2,100,500,0.4987922705314009,Mon Feb 27 20:45:43 2023
Child5_s500_v3,100,500,0.4975845410628019,Mon Feb 27 20:45:43 2023
Child5_s500_v4,100,500,0.4867149758454106,Mon Feb 27 20:45:44 2023
Child5_s500_v5,100,500,0.4794685990338164,Mon Feb 27 20:45:44 2023
Child5_s500_v6,100,500,0.4927536231884058,Mon Feb 27 20:45:44 2023
Child5_s500_v7,100,500,0.4830917874396135,Mon Feb 27 20:45:44 2023
Child5_s500_v8,100,500,0.466183574879227,Mon Feb 27 20:45:44 2023
Child5_s500_v9,100,500,0.5217391304347826,Mon Feb 27 20:45:44 2023
Child5_s500_v10,100,500,0.4758454106280193,Mon Feb 27 20:45:44 2023
Child5_s1000_v1,100,1000,0.4794685990338164,Mon Feb 27 20:45:44 2023
Child5_s1000_v2,100,1000,0.4903381642512077,Mon Feb 27 20:45:44 2023
Child5_s1000_v3,100,1000,0.4927536231884058,Mon Feb 27 20:45:45 2023
Child5_s1000_v4,100,1000,0.4903381642512077,Mon Feb 27 20:45:45 2023
Child5_s1000_v5,100,1000,0.4758454106280193,Mon Feb 27 20:45:45 2023
Child5_s1000_v6,100,1000,0.4782608695652174,Mon Feb 27 20:45:45 2023
Child5_s1000_v7,100,1000,0.4842995169082125,Mon Feb 27 20:45:45 2023
Child5_s1000_v8,100,1000,0.4710144927536231,Mon Feb 27 20:45:45 2023
Child5_s1000_v9,100,1000,0.5024154589371981,Mon Feb 27 20:45:45 2023
Child5_s1000_v10,100,1000,0.4842995169082125,Mon Feb 27 20:45:46 2023
Child5_s5000_v1,100,5000,0.4879227053140096,Mon Feb 27 20:45:46 2023
Child5_s5000_v2,100,5000,0.4879227053140096,Mon Feb 27 20:45:46 2023
Child5_s5000_v3,100,5000,0.4879227053140096,Mon Feb 27 20:45:47 2023
Child5_s5000_v4,100,5000,0.4927536231884058,Mon Feb 27 20:45:47 2023
Child5_s5000_v5,100,5000,0.4879227053140096,Mon Feb 27 20:45:47 2023
Child5_s5000_v6,100,5000,0.4806763285024155,Mon Feb 27 20:45:48 2023
Child5_s5000_v7,100,5000,0.4879227053140096,Mon Feb 27 20:45:48 2023
Child5_s5000_v8,100,5000,0.4734299516908212,Mon Feb 27 20:45:48 2023
Child5_s5000_v9,100,5000,0.4806763285024155,Mon Feb 27 20:45:49 2023
Child5_s5000_v10,100,5000,0.4927536231884058,Mon Feb 27 20:45:49 2023
Child10_s500_v1,200,500,0.4680913348946136,Mon Feb 27 20:45:50 2023
Child10_s500_v2,200,500,0.4470140515222482,Mon Feb 27 20:45:50 2023
Child10_s500_v3,200,500,0.4543325526932084,Mon Feb 27 20:45:51 2023
Child10_s500_v4,200,500,0.4546252927400468,Mon Feb 27 20:45:52 2023
Child10_s500_v5,200,500,0.4613583138173302,Mon Feb 27 20:45:53 2023
Child10_s500_v6,200,500,0.4645784543325527,Mon Feb 27 20:45:54 2023
Child10_s500_v7,200,500,0.4716042154566744,Mon Feb 27 20:45:54 2023
Child10_s500_v8,200,500,0.4637002341920375,Mon Feb 27 20:45:55 2023
Child10_s500_v9,200,500,0.4745316159250585,Mon Feb 27 20:45:56 2023
Child10_s500_v10,200,500,0.4587236533957845,Mon Feb 27 20:45:57 2023
Child10_s1000_v1,200,1000,0.4648711943793911,Mon Feb 27 20:45:57 2023
Child10_s1000_v2,200,1000,0.4496487119437939,Mon Feb 27 20:45:58 2023
Child10_s1000_v3,200,1000,0.4514051522248243,Mon Feb 27 20:45:59 2023
Child10_s1000_v4,200,1000,0.4473067915690866,Mon Feb 27 20:46:00 2023
Child10_s1000_v5,200,1000,0.4613583138173302,Mon Feb 27 20:46:01 2023
Child10_s1000_v6,200,1000,0.4581381733021077,Mon Feb 27 20:46:02 2023
Child10_s1000_v7,200,1000,0.4677985948477752,Mon Feb 27 20:46:02 2023
Child10_s1000_v8,200,1000,0.4613583138173302,Mon Feb 27 20:46:03 2023
Child10_s1000_v9,200,1000,0.4716042154566744,Mon Feb 27 20:46:04 2023
Child10_s1000_v10,200,1000,0.4648711943793911,Mon Feb 27 20:46:05 2023
Child10_s5000_v1,200,5000,0.4560889929742389,Mon Feb 27 20:46:06 2023
Child10_s5000_v2,200,5000,0.4519906323185012,Mon Feb 27 20:46:07 2023
Child10_s5000_v3,200,5000,0.4531615925058548,Mon Feb 27 20:46:09 2023
Child10_s5000_v4,200,5000,0.4508196721311475,Mon Feb 27 20:46:10 2023
Child10_s5000_v5,200,5000,0.4598946135831381,Mon Feb 27 20:46:11 2023
Child10_s5000_v6,200,5000,0.4490632318501171,Mon Feb 27 20:46:12 2023
Child10_s5000_v7,200,5000,0.4534543325526932,Mon Feb 27 20:46:14 2023
Child10_s5000_v8,200,5000,0.4508196721311475,Mon Feb 27 20:46:15 2023
Child10_s5000_v9,200,5000,0.4566744730679157,Mon Feb 27 20:46:16 2023
Child10_s5000_v10,200,5000,0.4531615925058548,Mon Feb 27 20:46:17 2023
dream4_1,100,100,0.4096470588235294,Mon Feb 27 20:50:16 2023
dream4_2,100,100,0.480322586325298,Mon Feb 27 20:50:16 2023
dream4_3,100,100,0.4412574450395933,Mon Feb 27 20:50:16 2023
dream4_4,100,100,0.5155429844547235,Mon Feb 27 20:50:16 2023
